datetime,material,schedule,case_name,total_cooling_kWh,sensible_cooling_kWh,latent_cooling_kWh
2018-02-10 07:00:00,Concrete,AC 24h,863b_concrete_AC24h_3days,25.608797,20.931751,4.677046
2018-02-10 08:00:00,Concrete,AC 24h,863b_concrete_AC24h_3days,24.732150,19.951448,4.780703
2018-02-10 09:00:00,Concrete,AC 24h,863b_concrete_AC24h_3days,26.506278,21.363634,5.142643
2018-02-10 10:00:00,Concrete,AC 24h,863b_concrete_AC24h_3days,29.415957,23.941398,5.474558
2018-02-10 11:00:00,Concrete,AC 24h,863b_concrete_AC24h_3days,32.856817,27.233901,5.622916
2018-02-10 12:00:00,Concrete,AC 24h,863b_concrete_AC24h_3days,37.056171,31.551839,5.504332
2018-02-10 13:00:00,Concrete,AC 24h,863b_concrete_AC24h_3days,41.869821,36.483518,5.386303
2018-02-10 14:00:00,Concrete,AC 24h,863b_concrete_AC24h_3days,47.558934,42.201766,5.357168
2018-02-10 15:00:00,Concrete,AC 24h,863b_concrete_AC24h_3days,55.797649,50.369695,5.427954
2018-02-10 16:00:00,Concrete,AC 24h,863b_concrete_AC24h_3days,64.051916,58.619848,5.432068
2018-02-10 17:00:00,Concrete,AC 24h,863b_concrete_AC24h_3days,66.581567,61.281682,5.299885
2018-02-10 18:00:00,Concrete,AC 24h,863b_concrete_AC24h_3days,61.273611,56.172576,5.101035
2018-02-10 19:00:00,Concrete,AC 24h,863b_concrete_AC24h_3days,57.044830,51.896849,5.147981
2018-02-10 20:00:00,Concrete,AC 24h,863b_concrete_AC24h_3days,54.426518,49.136885,5.289633
2018-02-10 21:00:00,Concrete,AC 24h,863b_concrete_AC24h_3days,51.629645,46.295433,5.334213
2018-02-10 22:00:00,Concrete,AC 24h,863b_concrete_AC24h_3days,48.437969,43.230536,5.207433
2018-02-10 23:00:00,Concrete,AC 24h,863b_concrete_AC24h_3days,45.427833,40.192834,5.234999
2018-02-11 00:00:00,Concrete,AC 24h,863b_concrete_AC24h_3days,42.538243,37.265158,5.273085
2018-02-08 01:00:00,White paint,AC 24h,863b_whitepaint_AC24h_3days,22.571091,18.170090,4.401000
2018-02-08 02:00:00,White paint,AC 24h,863b_whitepaint_AC24h_3days,21.288929,16.949076,4.339853
2018-02-08 03:00:00,White paint,AC 24h,863b_whitepaint_AC24h_3days,20.165941,15.898702,4.267239
2018-02-08 04:00:00,White paint,AC 24h,863b_whitepaint_AC24h_3days,18.738662,14.552078,4.186584
2018-02-08 05:00:00,White paint,AC 24h,863b_whitepaint_AC24h_3days,17.416893,13.326209,4.090684
2018-02-08 06:00:00,White paint,AC 24h,863b_whitepaint_AC24h_3days,16.328326,12.390975,3.937351
2018-02-08 07:00:00,White paint,AC 24h,863b_whitepaint_AC24h_3days,15.379451,11.512105,3.867346
2018-02-08 08:00:00,White paint,AC 24h,863b_whitepaint_AC24h_3days,14.891399,10.990755,3.900644
2018-02-08 09:00:00,White paint,AC 24h,863b_whitepaint_AC24h_3days,16.280487,11.949546,4.330941
2018-02-08 10:00:00,White paint,AC 24h,863b_whitepaint_AC24h_3days,18.786598,13.979945,4.806653
2018-02-08 11:00:00,White paint,AC 24h,863b_whitepaint_AC24h_3days,21.690777,16.533281,5.157496
2018-02-08 12:00:00,White paint,AC 24h,863b_whitepaint_AC24h_3days,24.584187,19.317464,5.266724
2018-02-08 13:00:00,White paint,AC 24h,863b_whitepaint_AC24h_3days,27.194781,22.074891,5.119890
2018-02-08 14:00:00,White paint,AC 24h,863b_whitepaint_AC24h_3days,30.082116,25.011378,5.070738
2018-02-08 15:00:00,White paint,AC 24h,863b_whitepaint_AC24h_3days,33.902521,28.776756,5.125765
2018-02-08 16:00:00,White paint,AC 24h,863b_whitepaint_AC24h_3days,36.356002,31.413353,4.942649
2018-02-08 17:00:00,White paint,AC 24h,863b_whitepaint_AC24h_3days,37.185640,32.331474,4.854166
2018-02-08 18:00:00,White paint,AC 24h,863b_whitepaint_AC24h_3days,36.127180,31.382802,4.744378
2018-02-08 19:00:00,White paint,AC 24h,863b_whitepaint_AC24h_3days,32.943457,28.394805,4.548652
2018-02-08 20:00:00,White paint,AC 24h,863b_whitepaint_AC24h_3days,30.921227,26.293016,4.628211
2018-02-08 21:00:00,White paint,AC 24h,863b_whitepaint_AC24h_3days,29.338647,24.683166,4.655481
2018-02-08 22:00:00,White paint,AC 24h,863b_whitepaint_AC24h_3days,27.806301,23.082215,4.724085
2018-02-08 23:00:00,White paint,AC 24h,863b_whitepaint_AC24h_3days,26.216900,21.415940,4.800960
2018-02-09 00:00:00,White paint,AC 24h,863b_whitepaint_AC24h_3days,24.327183,19.754506,4.572677
2018-02-09 01:00:00,White paint,AC 24h,863b_whitepaint_AC24h_3days,22.663500,18.254453,4.409047
2018-02-09 02:00:00,White paint,AC 24h,863b_whitepaint_AC24h_3days,21.185959,16.874280,4.311679
2018-02-09 03:00:00,White paint,AC 24h,863b_whitepaint_AC24h_3days,19.807921,15.584512,4.223409
2018-02-09 04:00:00,White paint,AC 24h,863b_whitepaint_AC24h_3days,18.589426,14.386924,4.202502
2018-02-09 05:00:00,White paint,AC 24h,863b_whitepaint_AC24h_3days,17.412456,13.256390,4.156066
2018-02-09 06:00:00,White paint,AC 24h,863b_whitepaint_AC24h_3days,16.295197,12.200729,4.094468
2018-02-09 07:00:00,White paint,AC 24h,863b_whitepaint_AC24h_3days,15.281384,11.245874,4.035510
2018-02-09 08:00:00,White paint,AC 24h,863b_whitepaint_AC24h_3days,14.731510,10.664543,4.066967
2018-02-09 09:00:00,White paint,AC 24h,863b_whitepaint_AC24h_3days,16.248522,11.740654,4.507869
2018-02-09 10:00:00,White paint,AC 24h,863b_whitepaint_AC24h_3days,19.676124,14.589719,5.086405
2018-02-09 11:00:00,White paint,AC 24h,863b_whitepaint_AC24h_3days,22.434807,16.995938,5.438869
2018-02-09 12:00:00,White paint,AC 24h,863b_whitepaint_AC24h_3days,26.090982,20.536684,5.554298
2018-02-09 13:00:00,White paint,AC 24h,863b_whitepaint_AC24h_3days,27.354159,22.294990,5.059169
2018-02-09 14:00:00,White paint,AC 24h,863b_whitepaint_AC24h_3days,30.627816,25.555813,5.072003
2018-02-09 15:00:00,White paint,AC 24h,863b_whitepaint_AC24h_3days,34.658006,29.687591,4.970415
2018-02-09 16:00:00,White paint,AC 24h,863b_whitepaint_AC24h_3days,37.533337,32.483321,5.050016
2018-02-09 17:00:00,White paint,AC 24h,863b_whitepaint_AC24h_3days,38.394155,33.214992,5.179163
2018-02-09 18:00:00,White paint,AC 24h,863b_whitepaint_AC24h_3days,37.067014,32.092295,4.974720
2018-02-09 19:00:00,White paint,AC 24h,863b_whitepaint_AC24h_3days,33.684067,28.925859,4.758208
2018-02-09 20:00:00,White paint,AC 24h,863b_whitepaint_AC24h_3days,31.300252,26.633549,4.666703
2018-02-09 21:00:00,White paint,AC 24h,863b_whitepaint_AC24h_3days,29.582876,24.854608,4.728268
2018-02-09 22:00:00,White paint,AC 24h,863b_whitepaint_AC24h_3days,28.225672,23.285463,4.940210
2018-02-09 23:00:00,White paint,AC 24h,863b_whitepaint_AC24h_3days,26.604107,21.701877,4.902229
2018-02-10 00:00:00,White paint,AC 24h,863b_whitepaint_AC24h_3days,24.718206,19.981039,4.737167
2018-02-10 01:00:00,White paint,AC 24h,863b_whitepaint_AC24h_3days,23.059159,18.381386,4.677773
2018-02-10 02:00:00,White paint,AC 24h,863b_whitepaint_AC24h_3days,21.645449,17.141986,4.503463
2018-02-10 03:00:00,White paint,AC 24h,863b_whitepaint_AC24h_3days,20.265320,15.829685,4.435635
2018-02-10 04:00:00,White paint,AC 24h,863b_whitepaint_AC24h_3days,18.793899,14.483630,4.310268
2018-02-10 05:00:00,White paint,AC 24h,863b_whitepaint_AC24h_3days,17.355445,13.191417,4.164028
2018-02-10 06:00:00,White paint,AC 24h,863b_whitepaint_AC24h_3days,15.889234,11.889127,4.000107
2018-02-10 07:00:00,White paint,AC 24h,863b_whitepaint_AC24h_3days,14.676855,10.764664,3.912191
2018-02-10 08:00:00,White paint,AC 24h,863b_whitepaint_AC24h_3days,14.378825,10.329729,4.049096
2018-02-10 09:00:00,White paint,AC 24h,863b_whitepaint_AC24h_3days,16.484645,11.738644,4.746001
2018-02-10 10:00:00,White paint,AC 24h,863b_whitepaint_AC24h_3days,19.562492,14.161894,5.400598
2018-02-10 11:00:00,White paint,AC 24h,863b_whitepaint_AC24h_3days,22.665092,17.023466,5.641626
2018-02-10 12:00:00,White paint,AC 24h,863b_whitepaint_AC24h_3days,25.643804,20.129523,5.514281
2018-02-10 13:00:00,White paint,AC 24h,863b_whitepaint_AC24h_3days,28.190903,22.918580,5.272323
2018-02-10 14:00:00,White paint,AC 24h,863b_whitepaint_AC24h_3days,31.920340,26.340136,5.580203
2018-02-10 15:00:00,White paint,AC 24h,863b_whitepaint_AC24h_3days,29.336471,24.357945,4.978526
2018-02-10 16:00:00,White paint,AC 24h,863b_whitepaint_AC24h_3days,32.898401,27.292255,5.606145
2018-02-10 17:00:00,White paint,AC 24h,863b_whitepaint_AC24h_3days,30.720432,25.726044,4.994388
2018-02-10 18:00:00,White paint,AC 24h,863b_whitepaint_AC24h_3days,29.973511,24.653903,5.319608
2018-02-10 19:00:00,White paint,AC 24h,863b_whitepaint_AC24h_3days,27.521483,22.787773,4.733710
2018-02-10 20:00:00,White paint,AC 24h,863b_whitepaint_AC24h_3days,25.411016,20.519460,4.891556
2018-02-10 21:00:00,White paint,AC 24h,863b_whitepaint_AC24h_3days,23.968688,19.072969,4.895719
2018-02-10 22:00:00,White paint,AC 24h,863b_whitepaint_AC24h_3days,22.188619,17.317987,4.870632
2018-02-10 23:00:00,White paint,AC 24h,863b_whitepaint_AC24h_3days,21.142976,16.022851,5.120125
2018-02-11 00:00:00,White paint,AC 24h,863b_whitepaint_AC24h_3days,20.247592,15.159518,5.088074
2018-02-08 01:00:00,Cool paint,AC 24h,863b_coolpaint_AC24h_3days,29.598246,24.720770,4.877476
2018-02-08 02:00:00,Cool paint,AC 24h,863b_coolpaint_AC24h_3days,27.472967,22.749612,4.723355
2018-02-08 03:00:00,Cool paint,AC 24h,863b_coolpaint_AC24h_3days,25.593475,20.949015,4.644460
2018-02-08 04:00:00,Cool paint,AC 24h,863b_coolpaint_AC24h_3days,23.829868,19.265158,4.564711
2018-02-08 05:00:00,Cool paint,AC 24h,863b_coolpaint_AC24h_3days,22.120288,17.677356,4.442932
2018-02-08 06:00:00,Cool paint,AC 24h,863b_coolpaint_AC24h_3days,20.524907,16.185539,4.339368
2018-02-08 07:00:00,Cool paint,AC 24h,863b_coolpaint_AC24h_3days,19.095386,14.810753,4.284632
2018-02-08 08:00:00,Cool paint,AC 24h,863b_coolpaint_AC24h_3days,18.670814,14.231434,4.439380
2018-02-08 09:00:00,Cool paint,AC 24h,863b_coolpaint_AC24h_3days,20.836921,15.834937,5.001984
2018-02-08 10:00:00,Cool paint,AC 24h,863b_coolpaint_AC24h_3days,23.690290,18.294406,5.395884
2018-02-08 11:00:00,Cool paint,AC 24h,863b_coolpaint_AC24h_3days,26.554965,21.031284,5.523681
2018-02-08 12:00:00,Cool paint,AC 24h,863b_coolpaint_AC24h_3days,29.836717,24.404967,5.431750
2018-02-08 13:00:00,Cool paint,AC 24h,863b_coolpaint_AC24h_3days,33.522140,28.183075,5.339065
2018-02-08 14:00:00,Cool paint,AC 24h,863b_coolpaint_AC24h_3days,38.045194,32.711167,5.334027
2018-02-08 15:00:00,Cool paint,AC 24h,863b_coolpaint_AC24h_3days,45.123788,39.693569,5.430219
2018-02-08 16:00:00,Cool paint,AC 24h,863b_coolpaint_AC24h_3days,52.143202,46.772149,5.371053
2018-02-08 17:00:00,Cool paint,AC 24h,863b_coolpaint_AC24h_3days,53.471224,48.325829,5.145395
2018-02-08 18:00:00,Cool paint,AC 24h,863b_coolpaint_AC24h_3days,47.283425,42.429307,4.854118
2018-02-08 19:00:00,Cool paint,AC 24h,863b_coolpaint_AC24h_3days,42.728712,37.875041,4.853670
2018-02-08 20:00:00,Cool paint,AC 24h,863b_coolpaint_AC24h_3days,40.412723,35.402007,5.010715
2018-02-08 21:00:00,Cool paint,AC 24h,863b_coolpaint_AC24h_3days,38.339704,33.259519,5.080185
2018-02-08 22:00:00,Cool paint,AC 24h,863b_coolpaint_AC24h_3days,36.054636,31.081933,4.972703
2018-02-08 23:00:00,Cool paint,AC 24h,863b_coolpaint_AC24h_3days,33.944296,28.962269,4.982027
2018-02-09 00:00:00,Cool paint,AC 24h,863b_coolpaint_AC24h_3days,31.918806,26.914155,5.004652
2018-02-09 01:00:00,Cool paint,AC 24h,863b_coolpaint_AC24h_3days,29.703419,24.816558,4.886860
2018-02-09 02:00:00,Cool paint,AC 24h,863b_coolpaint_AC24h_3days,27.571122,22.842159,4.728963
2018-02-09 03:00:00,Cool paint,AC 24h,863b_coolpaint_AC24h_3days,25.688232,21.038315,4.649917
2018-02-09 04:00:00,Cool paint,AC 24h,863b_coolpaint_AC24h_3days,23.924974,19.351285,4.573689
2018-02-09 05:00:00,Cool paint,AC 24h,863b_coolpaint_AC24h_3days,22.212704,17.760357,4.452346
2018-02-09 06:00:00,Cool paint,AC 24h,863b_coolpaint_AC24h_3days,20.614796,16.265452,4.349344
2018-02-09 07:00:00,Cool paint,AC 24h,863b_coolpaint_AC24h_3days,19.182895,14.887532,4.295363
2018-02-09 08:00:00,Cool paint,AC 24h,863b_coolpaint_AC24h_3days,18.747887,14.303599,4.444288
2018-02-09 09:00:00,Cool paint,AC 24h,863b_coolpaint_AC24h_3days,20.905247,15.902183,5.003063
2018-02-09 10:00:00,Cool paint,AC 24h,863b_coolpaint_AC24h_3days,23.755839,18.358334,5.397506
2018-02-09 11:00:00,Cool paint,AC 24h,863b_coolpaint_AC24h_3days,26.613674,21.091276,5.522398
2018-02-09 12:00:00,Cool paint,AC 24h,863b_coolpaint_AC24h_3days,29.890047,24.458412,5.431635
2018-02-09 13:00:00,Cool paint,AC 24h,863b_coolpaint_AC24h_3days,33.562378,28.224894,5.337484
2018-02-09 14:00:00,Cool paint,AC 24h,863b_coolpaint_AC24h_3days,38.082518,32.749021,5.333497
2018-02-09 15:00:00,Cool paint,AC 24h,863b_coolpaint_AC24h_3days,45.173721,39.742797,5.430924
2018-02-09 16:00:00,Cool paint,AC 24h,863b_coolpaint_AC24h_3days,52.193359,46.821085,5.372274
2018-02-09 17:00:00,Cool paint,AC 24h,863b_coolpaint_AC24h_3days,53.522770,48.373699,5.149071
2018-02-09 18:00:00,Cool paint,AC 24h,863b_coolpaint_AC24h_3days,47.337085,42.477715,4.859371
2018-02-09 19:00:00,Cool paint,AC 24h,863b_coolpaint_AC24h_3days,42.782419,37.923704,4.858716
2018-02-09 20:00:00,Cool paint,AC 24h,863b_coolpaint_AC24h_3days,40.465733,35.450079,5.015654
2018-02-09 21:00:00,Cool paint,AC 24h,863b_coolpaint_AC24h_3days,38.392034,33.307039,5.084996
2018-02-09 22:00:00,Cool paint,AC 24h,863b_coolpaint_AC24h_3days,36.105719,31.128418,4.977301
2018-02-09 23:00:00,Cool paint,AC 24h,863b_coolpaint_AC24h_3days,33.994441,29.007641,4.986800
2018-02-10 00:00:00,Cool paint,AC 24h,863b_coolpaint_AC24h_3days,31.967585,26.958452,5.009133
2018-02-10 01:00:00,Cool paint,AC 24h,863b_coolpaint_AC24h_3days,29.749936,24.859829,4.890107
2018-02-10 02:00:00,Cool paint,AC 24h,863b_coolpaint_AC24h_3days,27.617594,22.884327,4.733266
2018-02-10 03:00:00,Cool paint,AC 24h,863b_coolpaint_AC24h_3days,25.731796,21.079345,4.652451
2018-02-10 04:00:00,Cool paint,AC 24h,863b_coolpaint_AC24h_3days,23.968358,19.391164,4.577194
2018-02-10 05:00:00,Cool paint,AC 24h,863b_coolpaint_AC24h_3days,22.256277,17.799071,4.457206
2018-02-10 06:00:00,Cool paint,AC 24h,863b_coolpaint_AC24h_3days,20.657467,16.302976,4.354491
2018-02-10 07:00:00,Cool paint,AC 24h,863b_coolpaint_AC24h_3days,19.224723,14.923825,4.300898
2018-02-10 08:00:00,Cool paint,AC 24h,863b_coolpaint_AC24h_3days,18.784161,14.336695,4.447466
2018-02-10 09:00:00,Cool paint,AC 24h,863b_coolpaint_AC24h_3days,20.933601,15.931136,5.002465
2018-02-10 10:00:00,Cool paint,AC 24h,863b_coolpaint_AC24h_3days,23.783077,18.384548,5.398529
2018-02-10 11:00:00,Cool paint,AC 24h,863b_coolpaint_AC24h_3days,26.635643,21.113921,5.521722
2018-02-10 12:00:00,Cool paint,AC 24h,863b_coolpaint_AC24h_3days,29.906341,24.474726,5.431615
2018-02-10 13:00:00,Cool paint,AC 24h,863b_coolpaint_AC24h_3days,33.565833,28.229649,5.336183
2018-02-10 14:00:00,Cool paint,AC 24h,863b_coolpaint_AC24h_3days,38.083511,32.750268,5.333243
2018-02-10 15:00:00,Cool paint,AC 24h,863b_coolpaint_AC24h_3days,45.187704,39.756000,5.431704
2018-02-10 16:00:00,Cool paint,AC 24h,863b_coolpaint_AC24h_3days,52.207511,46.834245,5.373266
2018-02-10 17:00:00,Cool paint,AC 24h,863b_coolpaint_AC24h_3days,53.537678,48.386510,5.151168
2018-02-10 18:00:00,Cool paint,AC 24h,863b_coolpaint_AC24h_3days,47.354541,42.492415,4.862126
2018-02-10 19:00:00,Cool paint,AC 24h,863b_coolpaint_AC24h_3days,42.801258,37.939957,4.861301
2018-02-10 20:00:00,Cool paint,AC 24h,863b_coolpaint_AC24h_3days,40.485106,35.466909,5.018197
2018-02-10 21:00:00,Cool paint,AC 24h,863b_coolpaint_AC24h_3days,38.411819,33.324340,5.087479
2018-02-10 22:00:00,Cool paint,AC 24h,863b_coolpaint_AC24h_3days,36.125451,31.145770,4.979681
2018-02-10 23:00:00,Cool paint,AC 24h,863b_coolpaint_AC24h_3days,34.014234,29.024963,4.989272
2018-02-11 00:00:00,Cool paint,AC 24h,863b_coolpaint_AC24h_3days,31.987525,26.975723,5.011802
2018-02-08 01:00:00,Evaporative paint,AC 24h,863b_evaporativepaint_AC24h_3days,19.943171,15.685565,4.257606
2018-02-08 02:00:00,Evaporative paint,AC 24h,863b_evaporativepaint_AC24h_3days,18.844451,14.645278,4.199173
2018-02-08 03:00:00,Evaporative paint,AC 24h,863b_evaporativepaint_AC24h_3days,17.897678,13.762809,4.134869
2018-02-08 04:00:00,Evaporative paint,AC 24h,863b_evaporativepaint_AC24h_3days,16.591269,12.562419,4.028850
2018-02-08 05:00:00,Evaporative paint,AC 24h,863b_evaporativepaint_AC24h_3days,15.395861,11.471551,3.924309
2018-02-08 06:00:00,Evaporative paint,AC 24h,863b_evaporativepaint_AC24h_3days,14.450355,10.662999,3.787356
2018-02-08 07:00:00,Evaporative paint,AC 24h,863b_evaporativepaint_AC24h_3days,13.622347,9.899611,3.722736
2018-02-08 08:00:00,Evaporative paint,AC 24h,863b_evaporativepaint_AC24h_3days,13.248529,9.477514,3.771014
2018-02-08 09:00:00,Evaporative paint,AC 24h,863b_evaporativepaint_AC24h_3days,14.752455,10.486081,4.266374
2018-02-08 10:00:00,Evaporative paint,AC 24h,863b_evaporativepaint_AC24h_3days,17.309914,12.508633,4.801280
2018-02-08 11:00:00,Evaporative paint,AC 24h,863b_evaporativepaint_AC24h_3days,20.126673,14.968834,5.157839
2018-02-08 12:00:00,Evaporative paint,AC 24h,863b_evaporativepaint_AC24h_3days,22.796813,17.569554,5.227259
2018-02-08 13:00:00,Evaporative paint,AC 24h,863b_evaporativepaint_AC24h_3days,25.123080,20.073995,5.049085
2018-02-08 14:00:00,Evaporative paint,AC 24h,863b_evaporativepaint_AC24h_3days,27.703878,22.715937,4.987940
2018-02-08 15:00:00,Evaporative paint,AC 24h,863b_evaporativepaint_AC24h_3days,31.215658,26.161951,5.053707
2018-02-08 16:00:00,Evaporative paint,AC 24h,863b_evaporativepaint_AC24h_3days,33.339646,28.474447,4.865199
2018-02-08 17:00:00,Evaporative paint,AC 24h,863b_evaporativepaint_AC24h_3days,33.861755,29.101104,4.760651
2018-02-08 18:00:00,Evaporative paint,AC 24h,863b_evaporativepaint_AC24h_3days,32.564705,27.934119,4.630586
2018-02-08 19:00:00,Evaporative paint,AC 24h,863b_evaporativepaint_AC24h_3days,29.274088,24.867444,4.406644
2018-02-08 20:00:00,Evaporative paint,AC 24h,863b_evaporativepaint_AC24h_3days,27.302078,22.824354,4.477723
2018-02-08 21:00:00,Evaporative paint,AC 24h,863b_evaporativepaint_AC24h_3days,25.887010,21.370687,4.516323
2018-02-08 22:00:00,Evaporative paint,AC 24h,863b_evaporativepaint_AC24h_3days,24.558804,19.976992,4.581813
2018-02-08 23:00:00,Evaporative paint,AC 24h,863b_evaporativepaint_AC24h_3days,23.181398,18.532562,4.648836
2018-02-09 00:00:00,Evaporative paint,AC 24h,863b_evaporativepaint_AC24h_3days,21.504463,17.075268,4.429195
2018-02-09 01:00:00,Evaporative paint,AC 24h,863b_evaporativepaint_AC24h_3days,20.036406,15.768478,4.267928
2018-02-09 02:00:00,Evaporative paint,AC 24h,863b_evaporativepaint_AC24h_3days,18.729775,14.564545,4.165230
2018-02-09 03:00:00,Evaporative paint,AC 24h,863b_evaporativepaint_AC24h_3days,17.512168,13.438357,4.073811
2018-02-09 04:00:00,Evaporative paint,AC 24h,863b_evaporativepaint_AC24h_3days,16.430310,12.390018,4.040292
2018-02-09 05:00:00,Evaporative paint,AC 24h,863b_evaporativepaint_AC24h_3days,15.385475,11.395009,3.990466
2018-02-09 06:00:00,Evaporative paint,AC 24h,863b_evaporativepaint_AC24h_3days,14.400252,10.464282,3.935969
2018-02-09 07:00:00,Evaporative paint,AC 24h,863b_evaporativepaint_AC24h_3days,13.505756,9.626562,3.879194
2018-02-09 08:00:00,Evaporative paint,AC 24h,863b_evaporativepaint_AC24h_3days,13.068540,9.145966,3.922574
2018-02-09 09:00:00,Evaporative paint,AC 24h,863b_evaporativepaint_AC24h_3days,14.717184,10.271886,4.445298
2018-02-09 10:00:00,Evaporative paint,AC 24h,863b_evaporativepaint_AC24h_3days,18.212073,13.094488,5.117585
2018-02-09 11:00:00,Evaporative paint,AC 24h,863b_evaporativepaint_AC24h_3days,20.808925,15.360649,5.448276
2018-02-09 12:00:00,Evaporative paint,AC 24h,863b_evaporativepaint_AC24h_3days,24.125571,18.635094,5.490477
2018-02-09 13:00:00,Evaporative paint,AC 24h,863b_evaporativepaint_AC24h_3days,25.005391,20.057130,4.948260
2018-02-09 14:00:00,Evaporative paint,AC 24h,863b_evaporativepaint_AC24h_3days,27.941330,22.966017,4.975314
2018-02-09 15:00:00,Evaporative paint,AC 24h,863b_evaporativepaint_AC24h_3days,31.680307,26.769312,4.910995
2018-02-09 16:00:00,Evaporative paint,AC 24h,863b_evaporativepaint_AC24h_3days,34.236176,29.260465,4.975711
2018-02-09 17:00:00,Evaporative paint,AC 24h,863b_evaporativepaint_AC24h_3days,34.804537,29.726699,5.077838
2018-02-09 18:00:00,Evaporative paint,AC 24h,863b_evaporativepaint_AC24h_3days,33.270714,28.416201,4.854514
2018-02-09 19:00:00,Evaporative paint,AC 24h,863b_evaporativepaint_AC24h_3days,29.798372,25.195284,4.603087
2018-02-09 20:00:00,Evaporative paint,AC 24h,863b_evaporativepaint_AC24h_3days,27.490085,22.979306,4.510779
2018-02-09 21:00:00,Evaporative paint,AC 24h,863b_evaporativepaint_AC24h_3days,25.943135,21.371268,4.571867
2018-02-09 22:00:00,Evaporative paint,AC 24h,863b_evaporativepaint_AC24h_3days,24.799720,20.019726,4.779994
2018-02-09 23:00:00,Evaporative paint,AC 24h,863b_evaporativepaint_AC24h_3days,23.412929,18.664105,4.748824
2018-02-10 00:00:00,Evaporative paint,AC 24h,863b_evaporativepaint_AC24h_3days,21.738500,17.156769,4.581730
2018-02-10 01:00:00,Evaporative paint,AC 24h,863b_evaporativepaint_AC24h_3days,20.266926,15.759316,4.507610
2018-02-10 02:00:00,Evaporative paint,AC 24h,863b_evaporativepaint_AC24h_3days,19.058628,14.708741,4.349886
2018-02-10 03:00:00,Evaporative paint,AC 24h,863b_evaporativepaint_AC24h_3days,17.835199,13.567321,4.267878
2018-02-10 04:00:00,Evaporative paint,AC 24h,863b_evaporativepaint_AC24h_3days,16.511633,12.376990,4.134642
2018-02-10 05:00:00,Evaporative paint,AC 24h,863b_evaporativepaint_AC24h_3days,15.211537,11.227533,3.984004
2018-02-10 06:00:00,Evaporative paint,AC 24h,863b_evaporativepaint_AC24h_3days,13.874876,10.056292,3.818584
2018-02-10 07:00:00,Evaporative paint,AC 24h,863b_evaporativepaint_AC24h_3days,12.775785,9.055264,3.720521
2018-02-10 08:00:00,Evaporative paint,AC 24h,863b_evaporativepaint_AC24h_3days,12.618943,8.733070,3.885872
2018-02-10 09:00:00,Evaporative paint,AC 24h,863b_evaporativepaint_AC24h_3days,14.894757,10.198069,4.696688
2018-02-10 10:00:00,Evaporative paint,AC 24h,863b_evaporativepaint_AC24h_3days,18.042248,12.612139,5.430108
2018-02-10 11:00:00,Evaporative paint,AC 24h,863b_evaporativepaint_AC24h_3days,21.042806,15.374660,5.668146
2018-02-10 12:00:00,Evaporative paint,AC 24h,863b_evaporativepaint_AC24h_3days,23.769823,18.279547,5.490276
2018-02-10 13:00:00,Evaporative paint,AC 24h,863b_evaporativepaint_AC24h_3days,25.985796,20.781358,5.204438
2018-02-10 14:00:00,Evaporative paint,AC 24h,863b_evaporativepaint_AC24h_3days,29.352975,23.864951,5.488024
2018-02-10 15:00:00,Evaporative paint,AC 24h,863b_evaporativepaint_AC24h_3days,26.333561,21.543951,4.789610
2018-02-10 16:00:00,Evaporative paint,AC 24h,863b_evaporativepaint_AC24h_3days,29.834909,24.308991,5.525918
2018-02-10 17:00:00,Evaporative paint,AC 24h,863b_evaporativepaint_AC24h_3days,27.677971,22.812260,4.865711
2018-02-10 18:00:00,Evaporative paint,AC 24h,863b_evaporativepaint_AC24h_3days,27.088349,21.869399,5.218950
2018-02-10 19:00:00,Evaporative paint,AC 24h,863b_evaporativepaint_AC24h_3days,24.841922,20.208512,4.633411
2018-02-10 20:00:00,Evaporative paint,AC 24h,863b_evaporativepaint_AC24h_3days,22.869877,18.115309,4.754568
2018-02-10 21:00:00,Evaporative paint,AC 24h,863b_evaporativepaint_AC24h_3days,21.561511,16.801822,4.759690
2018-02-10 22:00:00,Evaporative paint,AC 24h,863b_evaporativepaint_AC24h_3days,19.913525,15.183599,4.729927
2018-02-10 23:00:00,Evaporative paint,AC 24h,863b_evaporativepaint_AC24h_3days,18.990645,14.020486,4.970159
2018-02-11 00:00:00,Evaporative paint,AC 24h,863b_evaporativepaint_AC24h_3days,18.235395,13.287886,4.947509
2018-02-08 01:00:00,Green wall,AC 24h,863b_greenwall_AC24h_3days,19.987354,15.921116,4.066238
2018-02-08 02:00:00,Green wall,AC 24h,863b_greenwall_AC24h_3days,17.835956,13.848339,3.987617
2018-02-08 03:00:00,Green wall,AC 24h,863b_greenwall_AC24h_3days,16.274720,12.357381,3.917339
2018-02-08 04:00:00,Green wall,AC 24h,863b_greenwall_AC24h_3days,14.557826,10.772010,3.785817
2018-02-08 05:00:00,Green wall,AC 24h,863b_greenwall_AC24h_3days,12.702100,9.143310,3.558789
2018-02-08 06:00:00,Green wall,AC 24h,863b_greenwall_AC24h_3days,11.206766,7.885779,3.320987
2018-02-08 07:00:00,Green wall,AC 24h,863b_greenwall_AC24h_3days,10.047380,6.851058,3.196322
2018-02-08 08:00:00,Green wall,AC 24h,863b_greenwall_AC24h_3days,9.592864,6.312752,3.280111
2018-02-08 09:00:00,Green wall,AC 24h,863b_greenwall_AC24h_3days,12.398488,8.077646,4.320843
